tmstamp,value,tag_id,topic,date
2025-01-03 11:30:00,9475.14,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 11:35:00,9052.6045,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 11:40:00,9298.651,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 11:45:00,9890.768,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 11:50:00,9719.953,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 11:55:00,8651.813,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:00:00,8184.1396,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:05:00,7965.3257,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:10:00,7079.116,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:15:00,5822.0,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:20:00,4955.3955,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:25:00,4754.136,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:30:00,4255.7856,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:35:00,4463.2324,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:40:00,4815.773,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:45:00,5312.884,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:50:00,5817.186,12223,P0086H01/I002/Ptot,2025-01-03
2025-01-03 12:55:00,5654.628,12223,P0086H01/I002/Ptot,2025-01-03
