time,temp_c,cloud,date,user_object_id
2025-03-23 15:30:00,17.6,26.0,2025-03-23,70
2025-03-23 15:45:00,17.6,26.0,2025-03-23,70
2025-03-23 16:00:00,17.4,15.0,2025-03-23,70
2025-03-23 16:15:00,15.3,0.0,2025-03-23,70
2025-03-23 16:30:00,17.4,15.0,2025-03-23,70
2025-03-23 16:45:00,14.1,0.0,2025-03-23,70
2025-03-23 17:00:00,14.3,0.0,2025-03-23,70
2025-03-23 17:15:00,16.6,17.0,2025-03-23,70
2025-03-23 17:30:00,14.0,0.0,2025-03-23,70
2025-03-23 17:45:00,16.6,17.0,2025-03-23,70
2025-03-23 18:00:00,14.2,0.0,2025-03-23,70
2025-03-23 18:15:00,14.3,0.0,2025-03-23,70
2025-03-23 18:30:00,13.1,0.0,2025-03-23,70
2025-03-23 18:45:00,14.7,33.0,2025-03-23,70
2025-03-23 19:00:00,13.6,11.0,2025-03-23,70
2025-03-23 19:15:00,13.6,11.0,2025-03-23,70
2025-03-23 19:30:00,13.6,11.0,2025-03-23,70
2025-03-23 19:45:00,13.6,11.0,2025-03-23,70
2025-03-23 20:00:00,12.5,13.0,2025-03-23,70
2025-03-23 20:15:00,12.5,13.0,2025-03-23,70
2025-03-23 20:30:00,10.0,0.0,2025-03-23,70
2025-03-23 20:45:00,9.4,0.0,2025-03-23,70
2025-03-23 21:00:00,11.4,24.0,2025-03-23,70
2025-03-23 21:15:00,11.4,24.0,2025-03-23,70
2025-03-23 21:30:00,11.4,24.0,2025-03-23,70
2025-03-23 21:45:00,11.4,24.0,2025-03-23,70
2025-03-23 22:00:00,10.9,35.0,2025-03-23,70
2025-03-23 22:15:00,10.9,35.0,2025-03-23,70
2025-03-23 22:30:00,10.9,35.0,2025-03-23,70
2025-03-23 22:45:00,8.3,0.0,2025-03-23,70
2025-03-23 23:00:00,10.8,75.0,2025-03-23,70
2025-03-23 23:15:00,8.3,0.0,2025-03-23,70
2025-03-23 23:30:00,10.8,75.0,2025-03-23,70
2025-03-23 23:45:00,7.2,0.0,2025-03-23,70
2025-03-24 03:00:00,9.6,56.0,2025-03-24,70
2025-03-24 03:15:00,9.6,56.0,2025-03-24,70
2025-03-24 03:30:00,9.6,56.0,2025-03-24,70
2025-03-24 03:45:00,7.2,75.0,2025-03-24,70
2025-03-24 04:00:00,9.5,55.0,2025-03-24,70
2025-03-24 04:15:00,9.5,55.0,2025-03-24,70
2025-03-24 04:30:00,9.5,55.0,2025-03-24,70
2025-03-24 04:45:00,9.5,55.0,2025-03-24,70
2025-03-24 05:00:00,9.1,68.0,2025-03-24,70
2025-03-24 05:15:00,7.0,100.0,2025-03-24,70
2025-03-24 05:30:00,9.1,68.0,2025-03-24,70
2025-03-24 05:45:00,9.1,68.0,2025-03-24,70
2025-03-24 06:00:00,9.0,96.0,2025-03-24,70
2025-03-24 06:15:00,9.0,96.0,2025-03-24,70
2025-03-24 06:30:00,9.0,96.0,2025-03-24,70
2025-03-24 06:45:00,9.0,96.0,2025-03-24,70
2025-03-24 07:00:00,8.9,51.0,2025-03-24,70
2025-03-24 07:15:00,8.9,51.0,2025-03-24,70
2025-03-24 07:30:00,8.9,51.0,2025-03-24,70
2025-03-24 07:45:00,8.9,51.0,2025-03-24,70
2025-03-24 08:00:00,10.4,52.0,2025-03-24,70
2025-03-24 08:15:00,10.4,52.0,2025-03-24,70
2025-03-24 08:30:00,10.4,52.0,2025-03-24,70
2025-03-24 08:45:00,10.4,52.0,2025-03-24,70
2025-03-24 09:00:00,11.9,15.0,2025-03-24,70
2025-03-24 09:15:00,11.9,15.0,2025-03-24,70
2025-03-24 09:30:00,11.9,15.0,2025-03-24,70
2025-03-24 09:45:00,11.9,15.0,2025-03-24,70
2025-03-24 10:00:00,9.3,75.0,2025-03-24,70
2025-03-24 10:15:00,9.3,50.0,2025-03-24,70
2025-03-24 10:30:00,14.0,10.0,2025-03-24,70
2025-03-24 10:45:00,14.0,10.0,2025-03-24,70
2025-03-24 11:00:00,15.6,11.0,2025-03-24,70
2025-03-24 11:15:00,15.6,11.0,2025-03-24,70
2025-03-24 11:30:00,15.6,11.0,2025-03-24,70
2025-03-24 11:45:00,13.1,0.0,2025-03-24,70
2025-03-24 12:00:00,17.2,14.0,2025-03-24,70
2025-03-24 12:15:00,17.2,14.0,2025-03-24,70
2025-03-24 12:30:00,14.1,0.0,2025-03-24,70
2025-03-24 12:45:00,17.8,11.0,2025-03-24,70
2025-03-24 13:00:00,15.2,0.0,2025-03-24,70
2025-03-24 13:15:00,18.9,13.0,2025-03-24,70
2025-03-24 13:30:00,17.2,0.0,2025-03-24,70
2025-03-24 13:45:00,17.4,0.0,2025-03-24,70
2025-03-24 14:00:00,17.4,0.0,2025-03-24,70
2025-03-24 14:15:00,18.2,0.0,2025-03-24,70
2025-03-24 14:30:00,19.5,30.0,2025-03-24,70
2025-03-24 14:45:00,19.5,30.0,2025-03-24,70
2025-03-24 15:00:00,20.2,50.0,2025-03-24,70
2025-03-24 15:15:00,20.1,0.0,2025-03-24,70
2025-03-24 15:30:00,20.2,50.0,2025-03-24,70
2025-03-24 15:45:00,20.4,0.0,2025-03-24,70
2025-03-24 16:00:00,20.0,0.0,2025-03-24,70
2025-03-24 16:15:00,19.9,53.0,2025-03-24,70
2025-03-24 16:30:00,19.9,53.0,2025-03-24,70
2025-03-24 16:45:00,19.9,53.0,2025-03-24,70
2025-03-24 17:00:00,19.0,35.0,2025-03-24,70
2025-03-24 17:15:00,19.0,35.0,2025-03-24,70
2025-03-24 17:30:00,19.0,35.0,2025-03-24,70
2025-03-24 17:45:00,19.0,35.0,2025-03-24,70
2025-03-24 18:00:00,17.4,50.0,2025-03-24,70
2025-03-24 18:15:00,17.4,50.0,2025-03-24,70
2025-03-24 18:30:00,17.2,29.0,2025-03-24,70
2025-03-24 18:45:00,17.2,29.0,2025-03-24,70
2025-03-24 19:00:00,16.0,36.0,2025-03-24,70
2025-03-24 19:15:00,16.0,36.0,2025-03-24,70
2025-03-24 19:30:00,16.0,36.0,2025-03-24,70
2025-03-24 19:45:00,16.0,36.0,2025-03-24,70
2025-03-24 20:00:00,16.0,32.0,2025-03-24,70
2025-03-24 20:15:00,16.0,32.0,2025-03-24,70
2025-03-24 20:30:00,16.0,32.0,2025-03-24,70
2025-03-24 20:45:00,16.0,32.0,2025-03-24,70
2025-03-24 21:00:00,15.8,25.0,2025-03-24,70
2025-03-24 21:15:00,15.8,25.0,2025-03-24,70
2025-03-24 21:30:00,15.8,25.0,2025-03-24,70
2025-03-24 21:45:00,15.8,25.0,2025-03-24,70
2025-03-24 22:00:00,15.4,0.0,2025-03-24,70
2025-03-24 22:15:00,15.1,0.0,2025-03-24,70
2025-03-24 22:30:00,15.7,11.0,2025-03-24,70
2025-03-24 22:45:00,15.7,11.0,2025-03-24,70
2025-03-24 23:00:00,14.9,15.0,2025-03-24,70
2025-03-24 23:15:00,14.9,15.0,2025-03-24,70
2025-03-24 23:30:00,14.9,15.0,2025-03-24,70
2025-03-24 23:45:00,14.9,15.0,2025-03-24,70
2025-03-25 03:00:00,14.7,47.0,2025-03-25,70
2025-03-25 03:15:00,14.7,47.0,2025-03-25,70
2025-03-25 03:30:00,14.7,47.0,2025-03-25,70
2025-03-25 03:45:00,14.7,47.0,2025-03-25,70
2025-03-25 04:00:00,14.7,65.0,2025-03-25,70
2025-03-25 04:15:00,14.7,65.0,2025-03-25,70
2025-03-25 04:30:00,11.3,0.0,2025-03-25,70
2025-03-25 04:45:00,14.7,65.0,2025-03-25,70
2025-03-25 05:00:00,14.6,27.0,2025-03-25,70
2025-03-25 05:15:00,14.6,27.0,2025-03-25,70
2025-03-25 05:30:00,11.2,0.0,2025-03-25,70
2025-03-25 05:45:00,14.6,27.0,2025-03-25,70
2025-03-25 06:00:00,14.3,28.0,2025-03-25,70
2025-03-25 06:15:00,14.3,28.0,2025-03-25,70
2025-03-25 06:30:00,14.3,29.0,2025-03-25,70
2025-03-25 06:45:00,12.3,0.0,2025-03-25,70
2025-03-25 07:00:00,12.1,0.0,2025-03-25,70
2025-03-25 07:15:00,14.1,15.0,2025-03-25,70
2025-03-25 07:30:00,14.1,15.0,2025-03-25,70
2025-03-25 07:45:00,14.1,15.0,2025-03-25,70
2025-03-25 08:00:00,14.3,0.0,2025-03-25,70
2025-03-25 08:15:00,15.8,31.0,2025-03-25,70
2025-03-25 08:30:00,14.2,0.0,2025-03-25,70
2025-03-25 08:45:00,14.2,0.0,2025-03-25,70
2025-03-25 09:00:00,17.9,13.0,2025-03-25,70
2025-03-25 09:15:00,17.9,13.0,2025-03-25,70
2025-03-25 09:30:00,17.9,13.0,2025-03-25,70
2025-03-25 09:45:00,17.9,13.0,2025-03-25,70
2025-03-25 10:00:00,19.8,26.0,2025-03-25,70
2025-03-25 10:15:00,19.8,26.0,2025-03-25,70
2025-03-25 10:30:00,19.8,26.0,2025-03-25,70
2025-03-25 10:45:00,19.8,26.0,2025-03-25,70
2025-03-25 11:00:00,21.0,17.0,2025-03-25,70
2025-03-25 11:15:00,21.0,17.0,2025-03-25,70
2025-03-25 11:30:00,21.2,0.0,2025-03-25,70
2025-03-25 11:45:00,22.3,0.0,2025-03-25,70
2025-03-25 12:00:00,22.3,0.0,2025-03-25,70
2025-03-25 12:15:00,22.1,18.0,2025-03-25,70
2025-03-25 12:30:00,22.1,18.0,2025-03-25,70
2025-03-25 12:45:00,22.1,18.0,2025-03-25,70
2025-03-25 13:00:00,22.9,11.0,2025-03-25,70
2025-03-25 13:15:00,23.3,25.0,2025-03-25,70
2025-03-25 13:30:00,22.9,11.0,2025-03-25,70
2025-03-25 13:45:00,22.9,11.0,2025-03-25,70
2025-03-25 14:00:00,23.4,10.0,2025-03-25,70
2025-03-25 14:15:00,23.4,10.0,2025-03-25,70
2025-03-25 14:30:00,24.1,0.0,2025-03-25,70
2025-03-25 14:45:00,24.1,0.0,2025-03-25,70
2025-03-25 15:00:00,23.4,10.0,2025-03-25,70
2025-03-25 15:15:00,23.4,10.0,2025-03-25,70
2025-03-25 15:30:00,23.4,10.0,2025-03-25,70
2025-03-25 15:45:00,23.4,10.0,2025-03-25,70
2025-03-25 16:00:00,22.0,0.0,2025-03-25,70
2025-03-25 16:15:00,23.1,9.0,2025-03-25,70
2025-03-25 16:30:00,23.4,0.0,2025-03-25,70
2025-03-25 16:45:00,22.2,0.0,2025-03-25,70
2025-03-25 17:00:00,22.2,0.0,2025-03-25,70
2025-03-25 17:15:00,22.3,9.0,2025-03-25,70
2025-03-25 17:30:00,22.3,9.0,2025-03-25,70
2025-03-25 17:45:00,22.3,9.0,2025-03-25,70
2025-03-25 18:00:00,21.2,0.0,2025-03-25,70
2025-03-25 18:15:00,20.1,0.0,2025-03-25,70
2025-03-25 18:30:00,20.3,10.0,2025-03-25,70
2025-03-25 18:45:00,20.2,0.0,2025-03-25,70
2025-03-25 19:00:00,19.1,0.0,2025-03-25,70
2025-03-25 19:15:00,18.8,30.0,2025-03-25,70
2025-03-25 19:30:00,18.8,30.0,2025-03-25,70
2025-03-25 19:45:00,18.8,30.0,2025-03-25,70
2025-03-25 20:00:00,19.2,0.0,2025-03-25,70
2025-03-25 20:15:00,16.4,0.0,2025-03-25,70
2025-03-25 20:30:00,19.1,0.0,2025-03-25,70
2025-03-25 20:45:00,18.1,74.0,2025-03-25,70
2025-03-25 21:00:00,16.9,89.0,2025-03-25,70
2025-03-25 21:15:00,16.9,89.0,2025-03-25,70
2025-03-25 21:30:00,16.9,89.0,2025-03-25,70
2025-03-25 21:45:00,15.1,0.0,2025-03-25,70
2025-03-25 22:00:00,15.1,0.0,2025-03-25,70
2025-03-25 22:15:00,16.4,79.0,2025-03-25,70
2025-03-25 22:30:00,16.4,79.0,2025-03-25,70
2025-03-25 22:45:00,16.4,79.0,2025-03-25,70
2025-03-25 23:00:00,16.3,75.0,2025-03-25,70
2025-03-25 23:15:00,16.0,0.0,2025-03-25,70
2025-03-25 23:30:00,16.3,75.0,2025-03-25,70
2025-03-25 23:45:00,16.3,75.0,2025-03-25,70
2025-03-26 03:00:00,15.3,31.0,2025-03-26,70
2025-03-26 03:15:00,15.3,31.0,2025-03-26,70
2025-03-26 03:30:00,15.3,31.0,2025-03-26,70
2025-03-26 03:45:00,12.0,0.0,2025-03-26,70
2025-03-26 04:00:00,14.3,31.0,2025-03-26,70
2025-03-26 04:15:00,14.3,31.0,2025-03-26,70
2025-03-26 04:30:00,12.3,0.0,2025-03-26,70
2025-03-26 04:45:00,14.3,31.0,2025-03-26,70
2025-03-26 05:00:00,10.4,0.0,2025-03-26,70
2025-03-26 05:15:00,13.5,25.0,2025-03-26,70
2025-03-26 05:30:00,13.5,25.0,2025-03-26,70
2025-03-26 05:45:00,13.5,25.0,2025-03-26,70
2025-03-26 06:00:00,12.8,24.0,2025-03-26,70
2025-03-26 06:15:00,12.8,24.0,2025-03-26,70
2025-03-26 06:30:00,12.9,27.0,2025-03-26,70
2025-03-26 06:45:00,12.9,27.0,2025-03-26,70
2025-03-26 07:00:00,13.1,51.0,2025-03-26,70
2025-03-26 07:15:00,13.1,51.0,2025-03-26,70
2025-03-26 07:30:00,13.1,51.0,2025-03-26,70
2025-03-26 07:45:00,13.1,51.0,2025-03-26,70
2025-03-26 08:00:00,13.8,100.0,2025-03-26,70
2025-03-26 08:15:00,13.8,100.0,2025-03-26,70
2025-03-26 08:30:00,13.8,100.0,2025-03-26,70
2025-03-26 08:45:00,13.8,100.0,2025-03-26,70
2025-03-26 09:00:00,14.5,71.0,2025-03-26,70
2025-03-26 09:15:00,14.0,0.0,2025-03-26,70
2025-03-26 09:30:00,14.5,71.0,2025-03-26,70
2025-03-26 09:45:00,15.3,0.0,2025-03-26,70
2025-03-26 10:00:00,15.1,73.0,2025-03-26,70
2025-03-26 10:15:00,15.1,73.0,2025-03-26,70
2025-03-26 10:30:00,15.1,73.0,2025-03-26,70
2025-03-26 10:45:00,15.1,73.0,2025-03-26,70
2025-03-26 11:00:00,16.2,25.0,2025-03-26,70
2025-03-26 11:15:00,15.8,83.0,2025-03-26,70
2025-03-26 11:30:00,15.8,83.0,2025-03-26,70
2025-03-26 11:45:00,15.8,83.0,2025-03-26,70
2025-03-26 12:00:00,16.4,64.0,2025-03-26,70
2025-03-26 12:15:00,16.4,64.0,2025-03-26,70
2025-03-26 12:30:00,16.4,64.0,2025-03-26,70
2025-03-26 12:45:00,17.4,50.0,2025-03-26,70
2025-03-26 13:00:00,18.2,46.0,2025-03-26,70
2025-03-26 13:15:00,18.2,46.0,2025-03-26,70
2025-03-26 13:30:00,18.2,46.0,2025-03-26,70
2025-03-26 13:45:00,18.2,46.0,2025-03-26,70
2025-03-26 14:00:00,19.1,25.0,2025-03-26,70
2025-03-26 14:15:00,18.3,83.0,2025-03-26,70
2025-03-26 14:30:00,18.3,83.0,2025-03-26,70
2025-03-26 14:45:00,18.3,83.0,2025-03-26,70
2025-03-26 15:00:00,18.1,50.0,2025-03-26,70
2025-03-26 15:15:00,18.1,50.0,2025-03-26,70
2025-03-26 15:30:00,18.1,50.0,2025-03-26,70
2025-03-26 15:45:00,18.2,25.0,2025-03-26,70
2025-03-26 16:00:00,16.5,80.0,2025-03-26,70
2025-03-26 16:15:00,18.3,0.0,2025-03-26,70
2025-03-26 16:30:00,16.5,80.0,2025-03-26,70
2025-03-26 16:45:00,16.5,80.0,2025-03-26,70
2025-03-26 17:00:00,15.3,72.0,2025-03-26,70
2025-03-26 17:15:00,15.3,72.0,2025-03-26,70
2025-03-26 17:30:00,15.3,72.0,2025-03-26,70
2025-03-26 17:45:00,15.3,72.0,2025-03-26,70
2025-03-26 18:00:00,14.7,91.0,2025-03-26,70
2025-03-26 18:15:00,14.7,91.0,2025-03-26,70
2025-03-26 18:30:00,16.2,37.0,2025-03-26,70
2025-03-26 18:45:00,13.8,72.0,2025-03-26,70
2025-03-26 19:00:00,13.5,56.0,2025-03-26,70
2025-03-26 19:15:00,13.5,56.0,2025-03-26,70
2025-03-26 19:30:00,13.5,56.0,2025-03-26,70
2025-03-26 19:45:00,13.5,56.0,2025-03-26,70
2025-03-26 20:00:00,13.3,100.0,2025-03-26,70
2025-03-26 20:15:00,13.3,100.0,2025-03-26,70
2025-03-26 20:30:00,13.3,100.0,2025-03-26,70
2025-03-26 20:45:00,13.3,100.0,2025-03-26,70
2025-03-26 21:00:00,12.4,100.0,2025-03-26,70
2025-03-26 21:15:00,12.850000000000001,87.5,2025-03-26,70
2025-03-26 21:30:00,13.3,75.0,2025-03-26,70
2025-03-26 21:45:00,12.1,75.0,2025-03-26,70
2025-03-26 22:00:00,12.2,86.0,2025-03-26,70
2025-03-26 22:15:00,12.2,86.0,2025-03-26,70
2025-03-26 22:30:00,12.2,86.0,2025-03-26,70
2025-03-26 22:45:00,12.2,86.0,2025-03-26,70
2025-03-26 23:00:00,12.0,100.0,2025-03-26,70
2025-03-26 23:15:00,11.9,100.0,2025-03-26,70
2025-03-26 23:30:00,11.5,87.5,2025-03-26,70
2025-03-26 23:45:00,11.1,75.0,2025-03-26,70
2025-03-27 03:00:00,10.1,49.0,2025-03-27,70
2025-03-27 03:15:00,10.1,49.0,2025-03-27,70
2025-03-27 03:30:00,10.1,49.0,2025-03-27,70
2025-03-27 03:45:00,10.1,49.0,2025-03-27,70
2025-03-27 04:00:00,9.4,34.0,2025-03-27,70
2025-03-27 04:15:00,9.75,29.5,2025-03-27,70
2025-03-27 04:30:00,10.1,25.0,2025-03-27,70
2025-03-27 04:45:00,9.75,45.0,2025-03-27,70
2025-03-27 05:00:00,9.4,65.0,2025-03-27,70
2025-03-27 05:15:00,9.4,65.0,2025-03-27,70
2025-03-27 05:30:00,11.3,100.0,2025-03-27,70
2025-03-27 05:45:00,9.4,65.0,2025-03-27,70
2025-03-27 06:00:00,9.1,85.0,2025-03-27,70
2025-03-27 06:15:00,9.1,85.0,2025-03-27,70
2025-03-27 06:30:00,9.1,85.0,2025-03-27,70
2025-03-27 06:45:00,9.1,85.0,2025-03-27,70
2025-03-27 07:00:00,9.8,100.0,2025-03-27,70
2025-03-27 07:15:00,9.8,100.0,2025-03-27,70
2025-03-27 07:30:00,10.45,87.5,2025-03-27,70
2025-03-27 07:45:00,11.1,75.0,2025-03-27,70
2025-03-27 08:00:00,11.4,75.0,2025-03-27,70
2025-03-27 08:15:00,10.6,57.0,2025-03-27,70
2025-03-27 08:30:00,10.6,57.0,2025-03-27,70
2025-03-27 08:45:00,10.6,57.0,2025-03-27,70
2025-03-27 09:00:00,11.5,46.5,2025-03-27,70
2025-03-27 09:15:00,12.4,36.0,2025-03-27,70
2025-03-27 09:30:00,12.4,36.0,2025-03-27,70
2025-03-27 09:45:00,12.4,36.0,2025-03-27,70
2025-03-27 10:00:00,11.2,75.0,2025-03-27,70
2025-03-27 10:15:00,12.899999999999999,76.0,2025-03-27,70
2025-03-27 10:30:00,14.6,77.0,2025-03-27,70
2025-03-27 10:45:00,14.6,77.0,2025-03-27,70
2025-03-27 11:00:00,16.8,19.0,2025-03-27,70
2025-03-27 11:15:00,16.8,19.0,2025-03-27,70
2025-03-27 11:30:00,16.8,19.0,2025-03-27,70
2025-03-27 11:45:00,16.8,19.0,2025-03-27,70
2025-03-27 12:00:00,18.8,23.0,2025-03-27,70
2025-03-27 12:15:00,18.8,23.0,2025-03-27,70
2025-03-27 12:30:00,13.2,75.0,2025-03-27,70
2025-03-27 12:45:00,18.4,34.0,2025-03-27,70
2025-03-27 13:00:00,20.1,48.0,2025-03-27,70
2025-03-27 13:15:00,20.1,48.0,2025-03-27,70
2025-03-27 13:30:00,14.1,100.0,2025-03-27,70
2025-03-27 13:45:00,14.3,100.0,2025-03-27,70
2025-03-27 14:00:00,20.7,34.0,2025-03-27,70
2025-03-27 14:15:00,20.7,34.0,2025-03-27,70
2025-03-27 14:30:00,20.7,34.0,2025-03-27,70
2025-03-27 14:45:00,17.9,67.0,2025-03-27,70
2025-03-27 15:00:00,15.1,100.0,2025-03-27,70
2025-03-27 15:15:00,20.4,26.0,2025-03-27,70
2025-03-27 15:30:00,20.4,26.0,2025-03-27,70
2025-03-27 15:45:00,20.4,26.0,2025-03-27,70
2025-03-27 16:00:00,20.2,24.0,2025-03-27,70
2025-03-27 16:15:00,20.2,24.0,2025-03-27,70
2025-03-27 16:30:00,20.2,24.0,2025-03-27,70
2025-03-27 16:45:00,20.2,24.0,2025-03-27,70
2025-03-27 17:00:00,13.2,75.0,2025-03-27,70
2025-03-27 17:15:00,19.7,48.0,2025-03-27,70
2025-03-27 17:30:00,19.7,48.0,2025-03-27,70
2025-03-27 17:45:00,19.7,48.0,2025-03-27,70
2025-03-27 18:00:00,17.4,99.0,2025-03-27,70
2025-03-27 18:15:00,17.4,99.0,2025-03-27,70
2025-03-27 18:30:00,17.4,99.0,2025-03-27,70
2025-03-27 18:45:00,17.4,99.0,2025-03-27,70
2025-03-27 19:00:00,12.3,0.0,2025-03-27,70
2025-03-27 19:15:00,14.0,25.0,2025-03-27,70
2025-03-27 19:30:00,15.7,50.0,2025-03-27,70
2025-03-27 19:45:00,15.7,50.0,2025-03-27,70
2025-03-27 20:00:00,14.3,31.0,2025-03-27,70
2025-03-27 20:15:00,14.3,31.0,2025-03-27,70
2025-03-27 20:30:00,14.3,31.0,2025-03-27,70
2025-03-27 20:45:00,14.3,31.0,2025-03-27,70
2025-03-27 21:00:00,12.1,75.0,2025-03-27,70
2025-03-27 21:15:00,11.649999999999999,75.0,2025-03-27,70
2025-03-27 21:30:00,11.2,75.0,2025-03-27,70
2025-03-27 21:45:00,11.0,100.0,2025-03-27,70
2025-03-27 22:00:00,12.2,99.0,2025-03-27,70
2025-03-27 22:15:00,12.2,99.0,2025-03-27,70
2025-03-27 22:30:00,12.2,99.0,2025-03-27,70
2025-03-27 22:45:00,11.1,50.0,2025-03-27,70
2025-03-27 23:00:00,11.7,96.0,2025-03-27,70
2025-03-27 23:15:00,11.7,96.0,2025-03-27,70
2025-03-27 23:30:00,11.7,96.0,2025-03-27,70
2025-03-27 23:45:00,11.7,96.0,2025-03-27,70
2025-03-28 03:00:00,11.0,100.0,2025-03-28,70
2025-03-28 03:15:00,11.0,100.0,2025-03-28,70
2025-03-28 03:30:00,11.0,100.0,2025-03-28,70
2025-03-28 03:45:00,10.7,87.5,2025-03-28,70
2025-03-28 04:00:00,10.4,75.0,2025-03-28,70
2025-03-28 04:15:00,10.4,75.0,2025-03-28,70
2025-03-28 04:30:00,10.4,75.0,2025-03-28,70
2025-03-28 04:45:00,10.4,75.0,2025-03-28,70
2025-03-28 05:00:00,10.15,59.5,2025-03-28,70
2025-03-28 05:15:00,9.9,44.0,2025-03-28,70
2025-03-28 05:30:00,9.9,44.0,2025-03-28,70
2025-03-28 05:45:00,10.2,0.0,2025-03-28,70
2025-03-28 06:00:00,10.4,0.0,2025-03-28,70
2025-03-28 06:15:00,9.6,93.0,2025-03-28,70
2025-03-28 06:30:00,9.6,93.0,2025-03-28,70
2025-03-28 06:45:00,9.6,93.0,2025-03-28,70
2025-03-28 07:00:00,10.1,68.0,2025-03-28,70
2025-03-28 07:15:00,10.1,68.0,2025-03-28,70
2025-03-28 07:30:00,10.1,68.0,2025-03-28,70
2025-03-28 07:45:00,10.1,68.0,2025-03-28,70
2025-03-28 08:00:00,10.6,54.0,2025-03-28,70
2025-03-28 08:15:00,10.6,54.0,2025-03-28,70
2025-03-28 08:30:00,10.6,54.0,2025-03-28,70
2025-03-28 08:45:00,10.3,50.0,2025-03-28,70
2025-03-28 09:00:00,12.1,35.0,2025-03-28,70
2025-03-28 09:15:00,12.1,35.0,2025-03-28,70
2025-03-28 09:30:00,12.1,35.0,2025-03-28,70
2025-03-28 09:45:00,12.1,35.0,2025-03-28,70
2025-03-28 10:00:00,12.9,89.0,2025-03-28,70
2025-03-28 10:15:00,11.1,50.0,2025-03-28,70
2025-03-28 10:30:00,11.0,50.0,2025-03-28,70
2025-03-28 10:45:00,12.9,89.0,2025-03-28,70
2025-03-28 11:00:00,11.3,0.0,2025-03-28,70
2025-03-28 11:15:00,13.3,57.0,2025-03-28,70
2025-03-28 11:30:00,13.3,57.0,2025-03-28,70
2025-03-28 11:45:00,13.9,53.5,2025-03-28,70
2025-03-28 12:00:00,14.5,50.0,2025-03-28,70
2025-03-28 12:15:00,14.5,50.0,2025-03-28,70
2025-03-28 12:30:00,14.5,50.0,2025-03-28,70
2025-03-28 12:45:00,14.5,50.0,2025-03-28,70
2025-03-28 13:00:00,15.9,26.0,2025-03-28,70
2025-03-28 13:15:00,13.0,0.0,2025-03-28,70
2025-03-28 13:30:00,13.0,0.0,2025-03-28,70
2025-03-28 13:45:00,15.9,26.0,2025-03-28,70
2025-03-28 14:00:00,16.1,49.0,2025-03-28,70
2025-03-28 14:15:00,16.1,49.0,2025-03-28,70
2025-03-28 14:30:00,16.1,49.0,2025-03-28,70
2025-03-28 14:45:00,15.8,49.0,2025-03-28,70
2025-03-28 15:00:00,15.5,49.0,2025-03-28,70
2025-03-28 15:15:00,15.5,49.0,2025-03-28,70
2025-03-28 15:30:00,15.5,49.0,2025-03-28,70
2025-03-28 15:45:00,15.5,49.0,2025-03-28,70
2025-03-28 16:00:00,15.5,34.0,2025-03-28,70
2025-03-28 16:15:00,15.5,34.0,2025-03-28,70
2025-03-28 16:30:00,15.5,34.0,2025-03-28,70
2025-03-28 16:45:00,15.5,34.0,2025-03-28,70
2025-03-28 17:00:00,14.5,18.0,2025-03-28,70
2025-03-28 17:15:00,13.4,9.0,2025-03-28,70
2025-03-28 17:30:00,12.3,0.0,2025-03-28,70
2025-03-28 17:45:00,14.5,18.0,2025-03-28,70
2025-03-28 18:00:00,12.2,0.0,2025-03-28,70
2025-03-28 18:15:00,13.2,18.0,2025-03-28,70
2025-03-28 18:30:00,13.2,18.0,2025-03-28,70
2025-03-28 18:45:00,12.1,9.0,2025-03-28,70
2025-03-28 19:00:00,11.0,0.0,2025-03-28,70
2025-03-28 19:15:00,12.5,29.0,2025-03-28,70
2025-03-28 19:30:00,11.1,0.0,2025-03-28,70
2025-03-28 19:45:00,11.149999999999999,37.5,2025-03-28,70
2025-03-28 20:00:00,11.2,75.0,2025-03-28,70
2025-03-28 20:15:00,12.3,20.0,2025-03-28,70
2025-03-28 20:30:00,12.3,20.0,2025-03-28,70
2025-03-28 20:45:00,12.3,20.0,2025-03-28,70
2025-03-28 21:00:00,11.2,75.0,2025-03-28,70
2025-03-28 21:15:00,12.3,54.0,2025-03-28,70
2025-03-28 21:30:00,12.3,54.0,2025-03-28,70
2025-03-28 21:45:00,12.3,54.0,2025-03-28,70
2025-03-28 22:00:00,12.2,70.0,2025-03-28,70
2025-03-28 22:15:00,12.2,70.0,2025-03-28,70
2025-03-28 22:30:00,12.2,70.0,2025-03-28,70
2025-03-28 22:45:00,12.2,70.0,2025-03-28,70
2025-03-28 23:00:00,12.05,85.0,2025-03-28,70
2025-03-28 23:15:00,11.9,100.0,2025-03-28,70
2025-03-28 23:30:00,11.9,100.0,2025-03-28,70
2025-03-29 02:45:00,10.6,100.0,2025-03-29,70
2025-03-29 03:00:00,10.55,100.0,2025-03-29,70
2025-03-29 03:15:00,10.5,100.0,2025-03-29,70
2025-03-29 03:30:00,10.5,100.0,2025-03-29,70
2025-03-29 03:45:00,10.5,100.0,2025-03-29,70
2025-03-29 04:00:00,10.4,100.0,2025-03-29,70
2025-03-29 04:15:00,10.4,100.0,2025-03-29,70
2025-03-29 04:30:00,10.4,100.0,2025-03-29,70
2025-03-29 04:45:00,10.4,100.0,2025-03-29,70
2025-03-29 05:00:00,9.7,50.0,2025-03-29,70
2025-03-29 05:15:00,9.0,0.0,2025-03-29,70
2025-03-29 05:30:00,9.2,75.0,2025-03-29,70
